date,class,length,nelements
2022-01-09,strassefussgaengerzone,943.1508341333808,30
2022-01-09,radweggehweggemeinsam,0.0,0
2022-01-09,radweggehweggetrennt,0.0,0
2022-01-09,gehwegfahrradfrei,0.0,0
2022-01-09,radfahrstreifen,257.3868653611336,8
2022-01-09,baulichabgesetzterweg,1437.2703140980987,11
2022-01-09,kleineradwegabschnitte,12.336180235492117,1
2022-01-09,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-09,spielstrasse,33.88203068397174,1
2022-01-10,fahrradstrasse,0.0,0
2022-01-10,strassefussgaengerzone,943.1508341333808,30
2022-01-10,radweggehweggemeinsam,0.0,0
2022-01-10,radweggehweggetrennt,0.0,0
2022-01-10,gehwegfahrradfrei,0.0,0
2022-01-10,radfahrstreifen,257.3868653611336,8
2022-01-10,baulichabgesetzterweg,1437.2703140980987,11
2022-01-10,kleineradwegabschnitte,12.336180235492117,1
2022-01-10,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-10,spielstrasse,33.88203068397174,1
2022-01-11,fahrradstrasse,0.0,0
2022-01-11,strassefussgaengerzone,943.1508341333808,30
2022-01-11,radweggehweggemeinsam,0.0,0
2022-01-11,radweggehweggetrennt,0.0,0
2022-01-11,gehwegfahrradfrei,0.0,0
2022-01-11,radfahrstreifen,257.3868653611336,8
2022-01-11,baulichabgesetzterweg,1437.2703140980987,11
2022-01-11,kleineradwegabschnitte,12.336180235492117,1
2022-01-11,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-11,spielstrasse,33.88203068397174,1
2022-01-12,fahrradstrasse,0.0,0
2022-01-12,strassefussgaengerzone,943.1508341333808,30
2022-01-12,radweggehweggemeinsam,0.0,0
2022-01-12,radweggehweggetrennt,0.0,0
2022-01-12,gehwegfahrradfrei,0.0,0
2022-01-12,radfahrstreifen,257.3868653611336,8
2022-01-12,baulichabgesetzterweg,1437.2703140980987,11
2022-01-12,kleineradwegabschnitte,12.336180235492117,1
2022-01-12,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-12,spielstrasse,33.88203068397174,1
2022-01-13,fahrradstrasse,0.0,0
2022-01-13,strassefussgaengerzone,943.1508341333808,30
2022-01-13,radweggehweggemeinsam,0.0,0
2022-01-13,radweggehweggetrennt,0.0,0
2022-01-13,gehwegfahrradfrei,0.0,0
2022-01-13,radfahrstreifen,257.3868653611336,8
2022-01-13,baulichabgesetzterweg,1437.2703140980987,11
2022-01-13,kleineradwegabschnitte,12.336180235492117,1
2022-01-13,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-13,spielstrasse,33.88203068397174,1
2022-01-14,fahrradstrasse,0.0,0
2022-01-14,strassefussgaengerzone,943.1508341333808,30
2022-01-14,radweggehweggemeinsam,0.0,0
2022-01-14,radweggehweggetrennt,0.0,0
2022-01-14,gehwegfahrradfrei,0.0,0
2022-01-14,radfahrstreifen,257.3868653611336,8
2022-01-14,baulichabgesetzterweg,1437.2703140980987,11
2022-01-14,kleineradwegabschnitte,12.336180235492117,1
2022-01-14,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-14,spielstrasse,33.88203068397174,1
2022-01-15,fahrradstrasse,0.0,0
2022-01-15,strassefussgaengerzone,943.1508341333808,30
2022-01-15,radweggehweggemeinsam,0.0,0
2022-01-15,radweggehweggetrennt,0.0,0
2022-01-15,gehwegfahrradfrei,0.0,0
2022-01-15,radfahrstreifen,257.3868653611336,8
2022-01-15,baulichabgesetzterweg,1437.2703140980987,11
2022-01-15,kleineradwegabschnitte,12.336180235492117,1
2022-01-15,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-15,spielstrasse,33.88203068397174,1
2022-01-16,fahrradstrasse,0.0,0
2022-01-16,strassefussgaengerzone,943.1508341333808,30
2022-01-16,radweggehweggemeinsam,0.0,0
2022-01-16,radweggehweggetrennt,0.0,0
2022-01-16,gehwegfahrradfrei,0.0,0
2022-01-16,radfahrstreifen,257.3868653611336,8
2022-01-16,baulichabgesetzterweg,1437.2703140980987,11
2022-01-16,kleineradwegabschnitte,12.336180235492117,1
2022-01-16,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-16,spielstrasse,33.88203068397174,1
2022-01-17,fahrradstrasse,0.0,0
2022-01-17,strassefussgaengerzone,943.1508341333808,30
2022-01-17,radweggehweggemeinsam,0.0,0
2022-01-17,radweggehweggetrennt,0.0,0
2022-01-17,gehwegfahrradfrei,0.0,0
2022-01-17,radfahrstreifen,257.3868653611336,8
2022-01-17,baulichabgesetzterweg,1437.2703140980987,11
2022-01-17,kleineradwegabschnitte,12.336180235492117,1
2022-01-17,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-17,spielstrasse,33.88203068397174,1
2022-01-18,fahrradstrasse,0.0,0
2022-01-18,strassefussgaengerzone,943.1508341333808,30
2022-01-18,radweggehweggemeinsam,0.0,0
2022-01-18,radweggehweggetrennt,0.0,0
2022-01-18,gehwegfahrradfrei,0.0,0
2022-01-18,radfahrstreifen,257.3868653611336,8
2022-01-18,baulichabgesetzterweg,1437.2703140980987,11
2022-01-18,kleineradwegabschnitte,12.336180235492117,1
2022-01-18,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-18,spielstrasse,33.88203068397174,1
2022-01-19,fahrradstrasse,0.0,0
2022-01-19,strassefussgaengerzone,943.1508341333808,30
2022-01-19,radweggehweggemeinsam,0.0,0
2022-01-19,radweggehweggetrennt,0.0,0
2022-01-19,gehwegfahrradfrei,0.0,0
2022-01-19,radfahrstreifen,257.3868653611336,8
2022-01-19,baulichabgesetzterweg,1437.2703140980987,11
2022-01-19,kleineradwegabschnitte,12.336180235492117,1
2022-01-19,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-19,spielstrasse,33.88203068397174,1
2022-01-20,fahrradstrasse,0.0,0
2022-01-20,strassefussgaengerzone,943.1508341333808,30
2022-01-20,radweggehweggemeinsam,0.0,0
2022-01-20,radweggehweggetrennt,0.0,0
2022-01-20,gehwegfahrradfrei,0.0,0
2022-01-20,radfahrstreifen,257.3868653611336,8
2022-01-20,baulichabgesetzterweg,1437.2703140980987,11
2022-01-20,kleineradwegabschnitte,12.336180235492117,1
2022-01-20,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-20,spielstrasse,33.88203068397174,1
2022-01-21,fahrradstrasse,0.0,0
2022-01-21,strassefussgaengerzone,943.1508341333808,30
2022-01-21,radweggehweggemeinsam,0.0,0
2022-01-21,radweggehweggetrennt,0.0,0
2022-01-21,gehwegfahrradfrei,0.0,0
2022-01-21,radfahrstreifen,257.3868653611336,8
2022-01-21,baulichabgesetzterweg,1437.2703140980987,11
2022-01-21,kleineradwegabschnitte,12.336180235492117,1
2022-01-21,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-21,spielstrasse,33.88203068397174,1
2022-01-22,fahrradstrasse,0.0,0
2022-01-22,strassefussgaengerzone,943.1508341333808,30
2022-01-22,radweggehweggemeinsam,0.0,0
2022-01-22,radweggehweggetrennt,0.0,0
2022-01-22,gehwegfahrradfrei,0.0,0
2022-01-22,radfahrstreifen,257.3868653611336,8
2022-01-22,baulichabgesetzterweg,1437.2703140980987,11
2022-01-22,kleineradwegabschnitte,12.336180235492117,1
2022-01-22,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-22,spielstrasse,33.88203068397174,1
2022-01-23,fahrradstrasse,0.0,0
2022-01-23,strassefussgaengerzone,943.1508341333808,30
2022-01-23,radweggehweggemeinsam,0.0,0
2022-01-23,radweggehweggetrennt,0.0,0
2022-01-23,gehwegfahrradfrei,0.0,0
2022-01-23,radfahrstreifen,257.3868653611336,8
2022-01-23,baulichabgesetzterweg,1437.2703140980987,11
2022-01-23,kleineradwegabschnitte,12.336180235492117,1
2022-01-23,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-23,spielstrasse,33.88203068397174,1
2022-01-24,fahrradstrasse,0.0,0
2022-01-24,strassefussgaengerzone,943.1508341333808,30
2022-01-24,radweggehweggemeinsam,0.0,0
2022-01-24,radweggehweggetrennt,0.0,0
2022-01-24,gehwegfahrradfrei,0.0,0
2022-01-24,radfahrstreifen,257.3868653611336,8
2022-01-24,baulichabgesetzterweg,1437.2703140980987,11
2022-01-24,kleineradwegabschnitte,12.336180235492117,1
2022-01-24,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-24,spielstrasse,33.88203068397174,1
2022-01-25,fahrradstrasse,0.0,0
2022-01-25,strassefussgaengerzone,943.1508341333808,30
2022-01-25,radweggehweggemeinsam,0.0,0
2022-01-25,radweggehweggetrennt,0.0,0
2022-01-25,gehwegfahrradfrei,0.0,0
2022-01-25,radfahrstreifen,257.3868653611336,8
2022-01-25,baulichabgesetzterweg,1437.2703140980987,11
2022-01-25,kleineradwegabschnitte,12.336180235492117,1
2022-01-25,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-25,spielstrasse,33.88203068397174,1
2022-01-26,fahrradstrasse,0.0,0
2022-01-26,strassefussgaengerzone,943.1508341333808,30
2022-01-26,radweggehweggemeinsam,0.0,0
2022-01-26,radweggehweggetrennt,0.0,0
2022-01-26,gehwegfahrradfrei,0.0,0
2022-01-26,radfahrstreifen,257.3868653611336,8
2022-01-26,baulichabgesetzterweg,1437.2703140980987,11
2022-01-26,kleineradwegabschnitte,12.336180235492117,1
2022-01-26,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-26,spielstrasse,33.88203068397174,1
2022-01-27,fahrradstrasse,0.0,0
2022-01-27,strassefussgaengerzone,943.1508341333808,30
2022-01-27,radweggehweggemeinsam,0.0,0
2022-01-27,radweggehweggetrennt,0.0,0
2022-01-27,gehwegfahrradfrei,0.0,0
2022-01-27,radfahrstreifen,257.3868653611336,8
2022-01-27,baulichabgesetzterweg,1437.2703140980987,11
2022-01-27,kleineradwegabschnitte,12.336180235492117,1
2022-01-27,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-27,spielstrasse,33.88203068397174,1
2022-01-28,fahrradstrasse,0.0,0
2022-01-28,strassefussgaengerzone,943.1508341333808,30
2022-01-28,radweggehweggemeinsam,0.0,0
2022-01-28,radweggehweggetrennt,0.0,0
2022-01-28,gehwegfahrradfrei,0.0,0
2022-01-28,radfahrstreifen,257.3868653611336,8
2022-01-28,baulichabgesetzterweg,1437.2703140980987,11
2022-01-28,kleineradwegabschnitte,12.336180235492117,1
2022-01-28,gewidmetebeschilderteradwege,10541.399921368567,93
2022-01-28,spielstrasse,33.88203068397174,1
2022-01-29,fahrradstrasse,0.0,0
2022-01-29,strassefussgaengerzone,943.1508341333808,30
2022-01-29,radweggehweggemeinsam,0.0,0
2022-01-29,radweggehweggetrennt,0.0,0
2022-01-29,gehwegfahrradfrei,0.0,0
2022-01-29,radfahrstreifen,342.9615280943997,12
2022-01-29,baulichabgesetzterweg,1406.5829107682798,11
2022-01-29,kleineradwegabschnitte,12.336180235492117,1
2022-01-29,gewidmetebeschilderteradwege,10663.520814634865,98
2022-01-29,spielstrasse,33.88203068397174,1
2022-01-30,fahrradstrasse,0.0,0
2022-01-30,strassefussgaengerzone,943.1508341333808,30
2022-01-30,radweggehweggemeinsam,0.0,0
2022-01-30,radweggehweggetrennt,0.0,0
2022-01-30,gehwegfahrradfrei,0.0,0
2022-01-30,radfahrstreifen,342.9615280943997,12
2022-01-30,baulichabgesetzterweg,1406.5829107682798,11
2022-01-30,kleineradwegabschnitte,12.336180235492117,1
2022-01-30,gewidmetebeschilderteradwege,10663.520814634865,98
2022-01-30,spielstrasse,33.88203068397174,1
2022-01-31,fahrradstrasse,0.0,0
2022-01-31,strassefussgaengerzone,943.1508341333808,30
2022-01-31,radweggehweggemeinsam,0.0,0
2022-01-31,radweggehweggetrennt,0.0,0
2022-01-31,gehwegfahrradfrei,0.0,0
2022-01-31,radfahrstreifen,342.9615280943997,12
2022-01-31,baulichabgesetzterweg,1406.5829107682798,11
2022-01-31,kleineradwegabschnitte,12.336180235492117,1
2022-01-31,gewidmetebeschilderteradwege,10663.520814634865,98
2022-01-31,spielstrasse,33.88203068397174,1
2022-02-01,fahrradstrasse,0.0,0
2022-02-01,strassefussgaengerzone,943.1508341333808,30
2022-02-01,radweggehweggemeinsam,0.0,0
2022-02-01,radweggehweggetrennt,0.0,0
2022-02-01,gehwegfahrradfrei,0.0,0
2022-02-01,radfahrstreifen,342.9615280943997,12
2022-02-01,baulichabgesetzterweg,1406.5829107682798,11
2022-02-01,kleineradwegabschnitte,12.336180235492117,1
2022-02-01,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-01,spielstrasse,33.88203068397174,1
2022-02-02,fahrradstrasse,0.0,0
2022-02-02,strassefussgaengerzone,943.1508341333808,30
2022-02-02,radweggehweggemeinsam,0.0,0
2022-02-02,radweggehweggetrennt,0.0,0
2022-02-02,gehwegfahrradfrei,0.0,0
2022-02-02,radfahrstreifen,342.9615280943997,12
2022-02-02,baulichabgesetzterweg,1406.5829107682798,11
2022-02-02,kleineradwegabschnitte,12.336180235492117,1
2022-02-02,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-02,spielstrasse,33.88203068397174,1
2022-02-03,fahrradstrasse,0.0,0
2022-02-03,strassefussgaengerzone,943.1508341333808,30
2022-02-03,radweggehweggemeinsam,0.0,0
2022-02-03,radweggehweggetrennt,0.0,0
2022-02-03,gehwegfahrradfrei,0.0,0
2022-02-03,radfahrstreifen,342.9615280943997,12
2022-02-03,baulichabgesetzterweg,1406.5829107682798,11
2022-02-03,kleineradwegabschnitte,12.336180235492117,1
2022-02-03,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-03,spielstrasse,33.88203068397174,1
2022-02-04,fahrradstrasse,0.0,0
2022-02-04,strassefussgaengerzone,943.1508341333808,30
2022-02-04,radweggehweggemeinsam,0.0,0
2022-02-04,radweggehweggetrennt,0.0,0
2022-02-04,gehwegfahrradfrei,0.0,0
2022-02-04,radfahrstreifen,342.9615280943997,12
2022-02-04,baulichabgesetzterweg,1406.5829107682798,11
2022-02-04,kleineradwegabschnitte,12.336180235492117,1
2022-02-04,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-04,spielstrasse,33.88203068397174,1
2022-02-05,fahrradstrasse,0.0,0
2022-02-05,strassefussgaengerzone,943.1508341333808,30
2022-02-05,radweggehweggemeinsam,0.0,0
2022-02-05,radweggehweggetrennt,0.0,0
2022-02-05,gehwegfahrradfrei,0.0,0
2022-02-05,radfahrstreifen,342.9615280943997,12
2022-02-05,baulichabgesetzterweg,1406.5829107682798,11
2022-02-05,kleineradwegabschnitte,12.336180235492117,1
2022-02-05,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-05,spielstrasse,33.88203068397174,1
2022-02-06,fahrradstrasse,0.0,0
2022-02-06,strassefussgaengerzone,943.1508341333808,30
2022-02-06,radweggehweggemeinsam,0.0,0
2022-02-06,radweggehweggetrennt,0.0,0
2022-02-06,gehwegfahrradfrei,0.0,0
2022-02-06,radfahrstreifen,342.9615280943997,12
2022-02-06,baulichabgesetzterweg,1406.5829107682798,11
2022-02-06,kleineradwegabschnitte,12.336180235492117,1
2022-02-06,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-06,spielstrasse,33.88203068397174,1
2022-02-07,fahrradstrasse,0.0,0
2022-02-07,strassefussgaengerzone,943.1508341333808,30
2022-02-07,radweggehweggemeinsam,0.0,0
2022-02-07,radweggehweggetrennt,0.0,0
2022-02-07,gehwegfahrradfrei,0.0,0
2022-02-07,radfahrstreifen,342.9615280943997,12
2022-02-07,baulichabgesetzterweg,1406.5829107682798,11
2022-02-07,kleineradwegabschnitte,12.336180235492117,1
2022-02-07,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-07,spielstrasse,33.88203068397174,1
2022-02-08,fahrradstrasse,0.0,0
2022-02-08,strassefussgaengerzone,943.1508341333808,30
2022-02-08,radweggehweggemeinsam,0.0,0
2022-02-08,radweggehweggetrennt,0.0,0
2022-02-08,gehwegfahrradfrei,0.0,0
2022-02-08,radfahrstreifen,342.9615280943997,12
2022-02-08,baulichabgesetzterweg,1406.5829107682798,11
2022-02-08,kleineradwegabschnitte,12.336180235492117,1
2022-02-08,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-08,spielstrasse,33.88203068397174,1
2022-02-09,fahrradstrasse,0.0,0
2022-02-09,strassefussgaengerzone,943.1508341333808,30
2022-02-09,radweggehweggemeinsam,0.0,0
2022-02-09,radweggehweggetrennt,0.0,0
2022-02-09,gehwegfahrradfrei,0.0,0
2022-02-09,radfahrstreifen,342.9615280943997,12
2022-02-09,baulichabgesetzterweg,1406.5829107682798,11
2022-02-09,kleineradwegabschnitte,12.336180235492117,1
2022-02-09,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-09,spielstrasse,33.88203068397174,1
2022-02-10,fahrradstrasse,0.0,0
2022-02-10,strassefussgaengerzone,943.1508341333808,30
2022-02-10,radweggehweggemeinsam,0.0,0
2022-02-10,radweggehweggetrennt,0.0,0
2022-02-10,gehwegfahrradfrei,0.0,0
2022-02-10,radfahrstreifen,342.9615280943997,12
2022-02-10,baulichabgesetzterweg,1406.5829107682798,11
2022-02-10,kleineradwegabschnitte,12.336180235492117,1
2022-02-10,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-10,spielstrasse,33.88203068397174,1
2022-02-11,fahrradstrasse,0.0,0
2022-02-11,strassefussgaengerzone,943.1508341333808,30
2022-02-11,radweggehweggemeinsam,0.0,0
2022-02-11,radweggehweggetrennt,0.0,0
2022-02-11,gehwegfahrradfrei,0.0,0
2022-02-11,radfahrstreifen,342.9615280943997,12
2022-02-11,baulichabgesetzterweg,1406.5829107682798,11
2022-02-11,kleineradwegabschnitte,12.336180235492117,1
2022-02-11,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-11,spielstrasse,33.88203068397174,1
2022-02-12,fahrradstrasse,0.0,0
2022-02-12,strassefussgaengerzone,943.1508341333808,30
2022-02-12,radweggehweggemeinsam,0.0,0
2022-02-12,radweggehweggetrennt,0.0,0
2022-02-12,gehwegfahrradfrei,0.0,0
2022-02-12,radfahrstreifen,342.9615280943997,12
2022-02-12,baulichabgesetzterweg,1406.5829107682798,11
2022-02-12,kleineradwegabschnitte,12.336180235492117,1
2022-02-12,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-12,spielstrasse,33.88203068397174,1
2022-02-13,fahrradstrasse,0.0,0
2022-02-13,strassefussgaengerzone,943.1508341333808,30
2022-02-13,radweggehweggemeinsam,0.0,0
2022-02-13,radweggehweggetrennt,0.0,0
2022-02-13,gehwegfahrradfrei,0.0,0
2022-02-13,radfahrstreifen,342.9615280943997,12
2022-02-13,baulichabgesetzterweg,1406.5829107682798,11
2022-02-13,kleineradwegabschnitte,12.336180235492117,1
2022-02-13,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-13,spielstrasse,33.88203068397174,1
2022-02-14,fahrradstrasse,0.0,0
2022-02-14,strassefussgaengerzone,943.1508341333808,30
2022-02-14,radweggehweggemeinsam,0.0,0
2022-02-14,radweggehweggetrennt,0.0,0
2022-02-14,gehwegfahrradfrei,0.0,0
2022-02-14,radfahrstreifen,342.9615280943997,12
2022-02-14,baulichabgesetzterweg,1406.5829107682798,11
2022-02-14,kleineradwegabschnitte,12.336180235492117,1
2022-02-14,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-14,spielstrasse,33.88203068397174,1
2022-02-15,fahrradstrasse,0.0,0
2022-02-15,strassefussgaengerzone,943.1508341333808,30
2022-02-15,radweggehweggemeinsam,0.0,0
2022-02-15,radweggehweggetrennt,0.0,0
2022-02-15,gehwegfahrradfrei,0.0,0
2022-02-15,radfahrstreifen,342.9615280943997,12
2022-02-15,baulichabgesetzterweg,1406.5829107682798,11
2022-02-15,kleineradwegabschnitte,12.336180235492117,1
2022-02-15,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-15,spielstrasse,33.88203068397174,1
2022-02-16,fahrradstrasse,0.0,0
2022-02-16,strassefussgaengerzone,943.1508341333808,30
2022-02-16,radweggehweggemeinsam,0.0,0
2022-02-16,radweggehweggetrennt,0.0,0
2022-02-16,gehwegfahrradfrei,0.0,0
2022-02-16,radfahrstreifen,342.9615280943997,12
2022-02-16,baulichabgesetzterweg,1406.5829107682798,11
2022-02-16,kleineradwegabschnitte,12.336180235492117,1
2022-02-16,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-16,spielstrasse,33.88203068397174,1
2022-02-17,fahrradstrasse,0.0,0
2022-02-17,strassefussgaengerzone,943.1508341333808,30
2022-02-17,radweggehweggemeinsam,0.0,0
2022-02-17,radweggehweggetrennt,0.0,0
2022-02-17,gehwegfahrradfrei,0.0,0
2022-02-17,radfahrstreifen,342.9615280943997,12
2022-02-17,baulichabgesetzterweg,1406.5829107682798,11
2022-02-17,kleineradwegabschnitte,12.336180235492117,1
2022-02-17,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-17,spielstrasse,33.88203068397174,1
2022-02-18,fahrradstrasse,0.0,0
2022-02-18,strassefussgaengerzone,943.1508341333808,30
2022-02-18,radweggehweggemeinsam,0.0,0
2022-02-18,radweggehweggetrennt,0.0,0
2022-02-18,gehwegfahrradfrei,0.0,0
2022-02-18,radfahrstreifen,342.9615280943997,12
2022-02-18,baulichabgesetzterweg,1406.5829107682798,11
2022-02-18,kleineradwegabschnitte,12.336180235492117,1
2022-02-18,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-18,spielstrasse,33.88203068397174,1
2022-02-19,fahrradstrasse,0.0,0
2022-02-19,strassefussgaengerzone,943.1508341333808,30
2022-02-19,radweggehweggemeinsam,0.0,0
2022-02-19,radweggehweggetrennt,0.0,0
2022-02-19,gehwegfahrradfrei,0.0,0
2022-02-19,radfahrstreifen,342.9615280943997,12
2022-02-19,baulichabgesetzterweg,1406.5829107682798,11
2022-02-19,kleineradwegabschnitte,12.336180235492117,1
2022-02-19,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-19,spielstrasse,33.88203068397174,1
2022-02-20,fahrradstrasse,0.0,0
2022-02-20,strassefussgaengerzone,943.1508341333808,30
2022-02-20,radweggehweggemeinsam,0.0,0
2022-02-20,radweggehweggetrennt,0.0,0
2022-02-20,gehwegfahrradfrei,0.0,0
2022-02-20,radfahrstreifen,342.9615280943997,12
2022-02-20,baulichabgesetzterweg,1406.5829107682798,11
2022-02-20,kleineradwegabschnitte,12.336180235492117,1
2022-02-20,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-20,spielstrasse,33.88203068397174,1
2022-02-21,fahrradstrasse,0.0,0
2022-02-21,strassefussgaengerzone,943.1508341333808,30
2022-02-21,radweggehweggemeinsam,0.0,0
2022-02-21,radweggehweggetrennt,0.0,0
2022-02-21,gehwegfahrradfrei,0.0,0
2022-02-21,radfahrstreifen,342.9615280943997,12
2022-02-21,baulichabgesetzterweg,1406.5829107682798,11
2022-02-21,kleineradwegabschnitte,12.336180235492117,1
2022-02-21,gewidmetebeschilderteradwege,10663.520814634865,98
2022-02-21,spielstrasse,33.88203068397174,1
2022-02-22,fahrradstrasse,0.0,0
2022-02-22,strassefussgaengerzone,943.1508341333808,30
2022-02-22,radweggehweggemeinsam,0.0,0
2022-02-22,radweggehweggetrennt,0.0,0
2022-02-22,gehwegfahrradfrei,0.0,0
2022-02-22,radfahrstreifen,342.9615280943997,12
2022-02-22,baulichabgesetzterweg,1406.5829107682798,11
